Name,Release Date,Number of Reviews,Summary,Plays,Playing,ratio_confiance,Score,Genre,Platform,Date
Guacamelee!,2013-04-09,191.0,"""Guacamelee! is a Metroid-vania style action-platformer set in a magical Mexican inspired world.


              The game draws its inspiration from traditional Mexican culture and folklore, and features many interesting and unique characters. Guacamelee! builds upon the classic open-world Metroid-vania style of games, by adding a strong melee combat component, a new dimension switching mechanic, and cooperative same-screen multiplayer for the entire story. The game also blurs the boundaries between combat and platforming by making many of the moves useful and necessary for both of these.


              Travel through a mystical and mysterious Mexican world as a Luchador using the power of your two fists to battle evil. Uncover hidden wrestling techniques like the Rooster Uppercut, and Dimension Swap to open new areas and secrets.""


              Guacamelee! was later released on PC under the name ""Guacamelee! Gold Edition"" with the DLC included and has an updated version called ""Guacamelee! Super Turbo Championship Edition"" with an expended story, 2 new areas, and a new boss.",1.8K,8,0.2216411473458192,1.8,"Adventure,Brawler,Indie,Platform",PS3,2013
Guacamelee!,2013-04-09,191.0,"""Guacamelee! is a Metroid-vania style action-platformer set in a magical Mexican inspired world.


              The game draws its inspiration from traditional Mexican culture and folklore, and features many interesting and unique characters. Guacamelee! builds upon the classic open-world Metroid-vania style of games, by adding a strong melee combat component, a new dimension switching mechanic, and cooperative same-screen multiplayer for the entire story. The game also blurs the boundaries between combat and platforming by making many of the moves useful and necessary for both of these.


              Travel through a mystical and mysterious Mexican world as a Luchador using the power of your two fists to battle evil. Uncover hidden wrestling techniques like the Rooster Uppercut, and Dimension Swap to open new areas and secrets.""


              Guacamelee! was later released on PC under the name ""Guacamelee! Gold Edition"" with the DLC included and has an updated version called ""Guacamelee! Super Turbo Championship Edition"" with an expended story, 2 new areas, and a new boss.",1.8K,8,0.2216411473458192,1.8,"Adventure,Brawler,Indie,Platform",VITA,2013
New Super Mario Bros. 2,2012-07-28,581.0,"New Super Mario Bros. 2 is a side-scrolling 2.5D action-adventure platform game for the Nintendo 3DS. As the direct sequel to New Super Mario Bros., it is an indirect follow-up to New Super Mario Bros. Wii. The game's main focus is on coins, with the primary goal being to collect one million. To reach the goal, the game includes many new items to aid the player, such as the Gold Flower, which turns Mario into Gold Mario.",6.1K,47,0.6742068408791674,4.3,"Adventure,Platform",3DS,2012
The Legend of Zelda: A Link to the Past,1991-11-21,1700.0,"The Legend of Zelda: A Link to the Past is a top-down action game with puzzle-solving elements similar to the original The Legend of Zelda. After the side-scrolling and RPG-like gameplay of Zelda II: The Adventure of Link, the game is a return to the top-down view and gameplay style of the first installment. It introduces major new items to the series such as the Master Sword and the concept of two different worlds, which was revisited to some extent in Ocarina of Time with two distinct time periods rather than dark and light worlds.",13K,360,1.0,8.6,"Adventure,RPG,Puzzle",GBA,1991
The Legend of Zelda: A Link to the Past,1991-11-21,1700.0,"The Legend of Zelda: A Link to the Past is a top-down action game with puzzle-solving elements similar to the original The Legend of Zelda. After the side-scrolling and RPG-like gameplay of Zelda II: The Adventure of Link, the game is a return to the top-down view and gameplay style of the first installment. It introduces major new items to the series such as the Master Sword and the concept of two different worlds, which was revisited to some extent in Ocarina of Time with two distinct time periods rather than dark and light worlds.",13K,360,1.0,8.1,"Adventure,RPG,Puzzle",SNES,1991
Half-Life 2,2004-11-16,1700.0,"1998. HALF-LIFE sends a shock through the game industry with its combination of pounding action and continuous, immersive storytelling.


              NOW. By taking the suspense, challenge and visceral charge of the original, and adding startling new realism and responsiveness, Half-Life 2 opens the door to a world where the player's presence affects everything around them, from the physical environment to the behaviors even the emotions of both friends and enemies.",15K,257,1.0,8.2,Shooter,XBOX,2004
Half-Life 2,2004-11-16,1700.0,"1998. HALF-LIFE sends a shock through the game industry with its combination of pounding action and continuous, immersive storytelling.


              NOW. By taking the suspense, challenge and visceral charge of the original, and adding startling new realism and responsiveness, Half-Life 2 opens the door to a world where the player's presence affects everything around them, from the physical environment to the behaviors even the emotions of both friends and enemies.",15K,257,1.0,8.7,Shooter,PC,2004
Resident Evil 6,2012-10-02,888.0,"Resident Evil 6 is the ninth video game installment in the Resident Evil series. It continues the struggle against zombies infected by the new highly virulent C-virus. The game uses the same over-the-shoulder view as Resident Evil 4 and Resident Evil 5, however with a new gameplay mechanic that allows players to slowly move while shoot. Players can select between three scenarios featuring multiple characters and intertwined storylines, and within these scenarios both stories and action cross paths. At key moments during the game, up to four players can join together online to tackle a specific situation, with some stages seeing the usual partnerships swapped to further increase the depth of gameplay.",7.8K,189,1.0,4.5,"Adventure,Shooter",X360,2012
Resident Evil 6,2012-10-02,888.0,"Resident Evil 6 is the ninth video game installment in the Resident Evil series. It continues the struggle against zombies infected by the new highly virulent C-virus. The game uses the same over-the-shoulder view as Resident Evil 4 and Resident Evil 5, however with a new gameplay mechanic that allows players to slowly move while shoot. Players can select between three scenarios featuring multiple characters and intertwined storylines, and within these scenarios both stories and action cross paths. At key moments during the game, up to four players can join together online to tackle a specific situation, with some stages seeing the usual partnerships swapped to further increase the depth of gameplay.",7.8K,189,1.0,4.5,"Adventure,Shooter",PS3,2012
Legacy of Kain: Soul Reaver,1999-08-16,260.0,"A third-person action/adventure game in which, after the events of Blood Omen: Legacy of Kain (1996), Kain has created a vampiric empire in the world of Nosgoth. One of Kain's children and underlings, Raziel, is disgraced and cast down by a jealous Kain after surpassing him by growing wings and woken up centuries after in a corrupted form to get revenge against his once-brothers.",1.3K,22,0.3017104623555654,2.5,Adventure,DC,1999
